index	score	sentence1	sentence2
3582	1.8	پاناما کی وزارت خارجہ کے اعلامیے میں کہا گیا ہے کہ ٹاسک فورس تکنیکی منتقلی میں سہولت فراہم کرے گی اور حیاتیاتی ایندھن کی پیداوار اور کھپت کو فروغ دے گی ۔	پاناما کی وزارت خارجہ کے اعلامیے میں کہا گیا ہے کہ پاناما اور برازیل نے 3 قانونی امور کے معاہدوں پر دستخط کیے جن میں حوالگی بھی شامل ہے ۔
3583	4.8	ویت نام دنیا کے سخت ترین منشیات کے قوانین میں سے ایک ہے ۔	ویت نام کے منشیات کے قوانین دنیا کے سخت ترین قوانین میں سے ہیں ۔
3584	3.2	ہندوستانی حکومت نے ایران کی افزودگی سے متعلق ری پروسیسنگ یا بھاری پانی سے متعلق سرگرمیوں میں حصہ ڈالنے والے تمام سامان اور ٹیکنالوجی کی براہ راست یا بالواسطہ برآمد اور درآمد پر پابندی عائد کردی ہے ۔	ہندوستان نے ایران کے جوہری ہتھیاروں کی فراہمی کے نظام میں حصہ ڈالنے والے تمام سامان اور ٹیکنالوجی کی براہ راست یا بالواسطہ برآمد اور درآمد پر پابندی عائد کردی ہے ۔
3585	3.8	ویت نام نیوز ایجنسی نے اطلاع دی ہے کہ وزارت عوامی تحفظ کے مطابق ویت نام میں منشیات کی اسمگلنگ کے معاملات میں ملوث غیر ملکی زیادہ تر لاؤس، کمبوڈیا، آسٹریلیا، چین، امریکہ اور تائیوان سے تھے-	ویت نام نیوز ایجنسی نے اطلاع دی کہ وزارت پبلک سیکیورٹی نے بتایا کہ پولیس نے اعتراف کیا ہے کہ ویت نام میں منشیات کی اسمگلنگ بڑھ رہی ہے لیکن سرحدوں پر منشیات کی اسمگلنگ کو روکنے اور روکنے کے لیے اقدامات محدود رہے ۔
3586	5	ٹرانسفر کنٹرولز اور چھوٹے ہتھیاروں کے بارے میں سیفر ورلڈ ٹیم لیڈر رائ اسبسٹر نے کہا - یورپی یونین کی پابندی میانمار میں استعمال کے لیے فوجی سازوسامان کی براہ راست یا بالواسطہ فراہمی پر پابندی عائد کرتی ہے ۔	ٹرانسفر کنٹرولز اور چھوٹے ہتھیاروں کے بارے میں سیفر ورلڈ ٹیم لیڈر رائے اسبسٹر نے کہا کہ - یورپی یونین کی پابندی میں واضح طور پر کہا گیا ہے کہ میانمار میں استعمال کے لیے براہ راست یا بالواسطہ طور پر کوئی فوجی سامان فراہم نہیں کیا جانا چاہیے ۔
3587	3.2	امریکہ اور نیٹو کے دیگر ارکان نے ترمیم شدہ معاہدے کی توثیق کرنے سے انکار کر دیا ہے ۔	ریاستہائے متحدہ اور نیٹو کے دیگر اراکین نے سی ایف ای کی تازہ کاریوں کی توثیق کرنے سے انکار کر دیا ہے ۔
3588	3.8	سی ایف ای مسلح افواج اور بھاری ہتھیاروں کے استعمال کو محدود کرتا ہے اور رکن ممالک کے درمیان اعتماد سازی ، شفافیت اور تعاون کے لیے اقدامات تجویز کرتا ہے ۔	یہ معاہدہ نیٹو اور سابق ایسٹر یورپی وارسا معاہدہ ممالک میں ٹینکوں اور فوجیوں کی تعیناتی کو محدود کرتا ہے اور اراکین کے درمیان اعتماد سازی کی شفافیت اور تعاون کے اقدامات کو قائم کرتا ہے ۔
3589	1	بلجریا جزیرہ نما بلقان کے جنوب مشرقی حصے میں واقع ہے ۔	جزیرہ نما بلقان کے جنوب مشرقی حصے میں منشیات کی اسمگلنگ کی سرگرمی بہت زیادہ ہے ۔
3590	4	البرادی نے کہا کہ یہ مشرق وسطی میں سلامتی کی تعمیر کا آخری موقع ہے جو اعتماد اور تعاون پر مبنی ہے نہ کہ جوہری ہتھیاروں کی ملکیت پر ۔	مشرق وسطی میں جوہری ہتھیاروں کی ملکیت کے بجائے اعتماد اور تعاون کی بنیاد پر سلامتی کی تعمیر کا یہ آخری موقع ہے ۔
3591	2.2	ایرانی حکومت نے بین الاقوامی جوہری توانائی ایجنسی بورڈ کو پیش کردہ انٹیلی جنس کے الزامات کو بے بنیاد اور الزامات کی حمایت میں استعمال ہونے والی انٹیلی جنس کو جعلی قرار دیتے ہوئے مسترد کر دیا ہے ۔	جوہری توانائی کی بین الاقوامی ایجنسی کا اصرار ہے کہ ایرانی حکومت کی جانب سے بین الاقوامی جوہری توانائی ایجنسی کے بورڈ کو پیش کی گئی انٹیلی جنس کی سادہ تردید مغربی ممالک کے شکوک و شبہات کو دور کرنے کے لیے کافی نہیں ہے ۔
3592	3.2	سی ایف ای معاہدہ 1990 میں قائم کیا گیا تھا ۔	اس معاہدے پر اصل میں 1990 میں دستخط کیے گئے تھے ۔
3593	4	یورپ کے معاہدے میں روایتی قوتوں کو ہتھیاروں پر قابو پانے کا ایک اہم معاہدہ سمجھا جاتا ہے ۔	یورپ میں روایتی افواج کا معاہدہ سوویت دور کا ایک اہم ہتھیاروں پر قابو پانے کا معاہدہ تھا۔
3594	3.8	نکاراگوا نے سینڈینسٹا انقلاب کی 25 ویں سالگرہ منائی جس نے اناستاسیو سوموزا کی آمریت کا تختہ الٹ دیا لیکن کیوبا طرز کی بائیں بازو کی حکومت نافذ کر دی ۔	نکاراگوا نے سینڈینسٹا انقلاب کی 25 ویں سالگرہ منائی ۔
3595	2.6	ترک سے تعلق رکھنے والے 13 کردوں کو کردستان ورکرز پارٹی ( پی کے کے ) کے لیے منی لانڈرنگ کے شبہ میں پیرس کے قریب گرفتار کیا گیا ۔	کردوں کی ورکرز پارٹی ( پی کے کے ) کے نام سے مشہور ایک دہشت گرد تنظیم کے لیے منی لانڈرنگ کے شبہ میں فرانس میں 10 کردوں کی تحقیقات جاری ہیں ۔
3596	3.4	یہ ملاقاتیں 2 دن تک جاری رہیں ۔	او ایس سی کا اجلاس دو دن تک جاری رہا ۔
3597	1.4	گاؤں والے نادانستہ طور پر منشیات کی اسمگلنگ میں ملوث ہو رہے ہیں ۔	105 قیدی منشیات کی اسمگلنگ کے جرم میں سزا کاٹ رہے ہیں ۔
3598	3.2	روسی حکومت یورپ میں اینٹی میزائل دفاع نصب کرنے کے امریکی منصوبوں کی سخت مخالفت کرتی ہے اور امریکی دعووں کو مسترد کرتی ہے کہ ایران سے خطرات کے خلاف دفاع کے لیے انٹرسیپٹرز کی ضرورت ہے-	نیٹو ہیڈکوارٹر میں بات چیت کے بعد بالویوسکی نے یورپ میں اینٹی میزائل دفاع نصب کرنے کے امریکی منصوبوں کی روس کی مخالفت کو دہرایا اور امریکی دعووں کو مسترد کر دیا کہ ایران سے ممکنہ خطرات کے خلاف دفاع کے لیے انٹرسیپٹرز کی ضرورت تھی
3599	5	ہانگ کانگ کی یونیورسٹیاں ہائی ٹیک تحقیق کو تجارتی بنانے اور ٹیکنالوجی کی منتقلی کو فروغ دینے کے لیے تربیتی پروگراموں اور تحقیقی مراکز کو مربوط کرنے کے لیے مین لینڈ چین کی یونیورسٹیوں کے کاروباروں اور سرکاری شعبوں کے ساتھ تعاون کرتی ہیں ۔	ہانگ کانگ کی یونیورسٹیوں نے تحقیقی تجارتی کاری اور ٹیکنالوجی کی منتقلی کو فروغ دینے کے لیے تربیتی پروگراموں اور تحقیقی مراکز کی ہدایت کے لیے مین لینڈ چین کے ترتیری تعلیم کے کاروبار اور سرکاری شعبوں کے ساتھ تعاون کیا ہے ۔
3600	1	چینی حکومت نے کیمیائی ہتھیاروں کے معائنے کی ممانعت کے لیے تنظیم کو فعال تعاون اور مدد فراہم کی ۔	ایکواڈور کی وزارت خارجہ نے ایک بیان میں کہا کہ کیمیائی ہتھیاروں کی ممانعت کی تنظیم ( اوپاک ) کے نمائندے بھی اجلاس میں حصہ لیں گے ۔
3601	5	میکسیکو کی حکومت نے 2006 سے میکسیکو کے اندر منشیات کی اسمگلنگ اور منظم جرائم کے خلاف متعدد اقدامات اپنائے ہیں ۔	2006 سے میکسیکو نے منشیات کی اسمگلنگ اور منظم جرائم کے خلاف اقدامات کا ایک سلسلہ اپنایا ہے ۔
3602	5	بیان میں اس بات کی وضاحت نہیں کی گئی کہ میزائل کتنے وار ہیڈز لے جانے کی صلاحیت رکھتا ہے ۔	بیان میں یہ نہیں بتایا گیا کہ یہ میزائل کتنے وار ہیڈز لے جا سکتا ہے ۔
3603	4.2	یہ بین الاقوامی سلامتی کے لیے ایک سنگین خطرہ ہے ۔	یہ عالمی سلامتی کے لیے ایک بڑا خطرہ ہے ۔
3604	2.4	نکاراگوا نے سینڈینسٹا انقلاب کی 25 ویں سالگرہ منائی ۔	نکاراگوا اس بات پر متفق نہیں ہو سکا کہ سینڈینسٹا انقلاب کی سالگرہ کو کس طرح منایا جائے۔
3605	4.2	روسی صدر ولادیمیر پوتن کا کہنا ہے کہ یورپ کے معاہدے میں روایتی افواج کے نفاذ کو روکنے کا فیصلہ مشرقی یورپ میں میزائل دفاعی مقامات کے قیام کے امریکی منصوبوں اور معاہدے کے ترمیم شدہ ورژن کی توثیق کرنے میں نیٹو کی ناکامی کا جواب ہے ۔	روسی صدر ولادیمیر پوتن کا کہنا ہے کہ یہ فیصلہ مشرقی یورپ میں میزائل دفاعی مقامات کے قیام کے امریکی منصوبوں اور معاہدے کے ترمیم شدہ ورژن کی توثیق کرنے میں نیٹو کی ناکامی کا جواب ہے ۔
3606	2.6	ڈچ نیشنل ریسرچ انسٹی ٹیوٹ ٹی این او نے 1950 کی دہائی کے دوران ڈچ وزارت دفاع کے لیے کیمیائی ہتھیاروں کے تجربات کیے ۔	ایک ایچ پی / ڈیٹیجڈ صحافی نے وزارت دفاع کے آرکائیوز سے ٹی این او کے کیمیائی ہتھیاروں کے تجربات کے بارے میں سیکھا ۔
3607	3.4	سیکیورٹی سافٹ ویئر وینڈر میکافی انکارپوریٹڈ کی طرف سے جاری کردہ ایک رپورٹ میں کہا گیا ہے کہ چین میں حکومت سے وابستہ ہیکرز سائبر سرد جنگ میں سب سے آگے ہیں ۔	چین میں حکومت سے وابستہ ہیکرز سائبر سرد جنگ میں سب سے آگے ہیں ۔
3608	3.6	یہ معاہدہ یورپ کے آس پاس طیاروں کے ٹینکوں اور دیگر غیر جوہری بھاری ہتھیاروں کی تعداد کو محدود کرتا ہے اور اس پر پہلی بار 1990 میں دستخط کیے گئے تھے ۔	یہ معاہدہ یورپ کے آس پاس طیاروں کے ٹینکوں اور دیگر غیر جوہری بھاری ہتھیاروں کی تعداد کو محدود کرتا ہے ۔
3609	1.8	بہت سے حملے بیرون ملک شروع ہوئے ۔	ایسٹونین حکام نے بتایا کہ حملوں کی ابتدا روس میں ہوئی ۔
3610	1.4	پولیس نے ہونڈوران منشیات کی اسمگلنگ کے 2 مشتبہ افراد کو گرفتار کیا ۔	بلغاریہ کی پولیس نے منشیات کی اسمگلنگ کرنے والے گروہ کے سربراہ کو گرفتار کر لیا ۔
3611	3.6	اگر جاپان موقع پر اٹھتا ہے تو جاپان کو فوجی طاقت کے لحاظ سے بھی کبھی شکست نہیں ملے گی ۔	اوزاوا نے کہا کہ اگر جاپان موقع پر اٹھتا ہے تو جاپان کو فوجی طاقت کے لحاظ سے بھی کبھی شکست نہیں ملے گی ۔
